,en,ta
1851,"Some DGB functionaries have even extended feelers towards the recently formed Left Party, and the SPD leader fears a split in the trade union umbrella organisation - a development he wants to avoid at all costs.
","சில ஜேர்மன் தொழிற்சங்க கூட்டமைப்பு அலுவலர்கள் சமீபத்தில் அமைக்கப்பட்டுள்ள இடது கட்சியிடம் ஆதரவு கிடைக்குமோ என்று உளவறிகின்றனர்; சமூக ஜனநாயக கட்சியின் தலைவர் தொழிற்சங்க கூட்டு அமைப்பில் ஒரு பிளவு ஏற்பட்டுவிடுமோ என்றும் பயப்படுகிறார்; அத்தகைய நிலையை எப்படியும் தவிர்த்துவிட வேண்டும் என்று அவர் விரும்புகிறார்.
"
1852,"Such hopes were most clearly articulated by the journalist Heribert Prantl writing in the Süddeutsche Zeitung.
","இத்தகைய நம்பிக்கைகள் மிகத் தெளிவாக செய்தியாளர் Heribert Prantl ஆல் Suddenutsche Zeitung பத்திரிகையில் எழுதப்பட்டுள்ளது.
"
1853,"If a man also or a woman have in the skin of their flesh bright spots, even white bright spots;
","ஒரு புருஷனுக்காகிலும் ஸ்திரீக்காகிலும் அவர்கள் சரீரத்தின்மேல் வெள்ளைப்புள்ளிகள் உண்டாயிருந்தால்,
"
1854,"The years have passed and some people are now eager to dust the cobwebs from 'Padhavi Narkaali.'
","வருடங்கள் பல கடந்த நிலையில் சிலருக்கு பதவி நாற்காலியை தூசி தட்ட ஆசை கிளம்பியிருக்கிறது.
"
1855,"Lingusamy has already given a mega-hit for his film 'Run' and so the expectations are doubling!
","ஏ.எம். ரத்னம் பேனரில் 'ரன்' என்ற மெகாஹிட்டை ஏற்கனவே லிங்குசாமி கொடுத்துள்ளதால் 'பீமா'வுக்கான எதிர்பார்ப்பு இரு மடங்காகியிருக்கிறது.
"
1856,"Labour has in reality outlined austerity measures that it boasts of being the sharpest and fastest deficit reduction proposal in the G7 leading industrial nations, involving a Â£38 billion-pound cut in spending starting in 2011 and Â£19 billion tax increases from April.
","உண்மையில் சிக்கன நடவடிக்கைகளை கோடிட்டுக் காட்டி, G7 தொழில்துறை நாடுகளிலேயே தீவிர, வேகமான வரவு-செலவுத் திட்ட குறைப்பு இது என்று தொழிற்கட்சி பெருமை பேசுகிறது. இதில் 38 பவுண்ட் பில்லியன் குறைப்பு உள்ளது என்றும் 2011ல் இது தொடங்கும் என்றும் ஏப்ரல் முதல் 19 பில்லியன் வரி அதிகரிப்புக்கள் இருக்கும் என்றும் கூறியுள்ளது.
"
1857,"This event led to demands for an investigation not only of the circumstances leading to Kelly's death, but also of the way in which the war had been prepared and whether false intelligence claims had been employed by the government.
","இந்த சம்பவம் கெல்லியின் மரணம் குறித்த சூழ்நிலைகள் மட்டும் இல்லாமல் போர் தயாரிக்கப்பட்ட விதம் குறித்தும் அரசாங்கத்தால் தவறான புலனாய்வுத் தகவல்கள் கூறப்பட்டதா என்பதையும் கூட விசாரணைக்கு உட்படுத்த வேண்டும் என்ற கோரிக்கைகளுக்கு வழிவகுத்தது.
"
1858,"Twenty years of capitalist restoration have left nothing of lasting value or capable of withstanding the crisis.
","முதலாளித்துவமுறை புனருத்தானம் செய்யப்பட்டு 20 ஆண்டுகள் கடந்தும், நெருக்கடியை சமாளிக்கக்கூடிய திறன் படைத்த அல்லது நின்றுபிடிக்கக்கூடிய எவ்வித அமைப்பும் தோன்றவில்லை.
"
1859,"Washington desperately needs European support for its crisis-plagued intervention in Iraq.
","ஈராக்கில் தனது தலையீட்டின் மூலம் நெருக்கடிகள் சூழ்ந்து கொண்டிருக்கும் நிலையை சமாளிப்பதற்கு வாஷிங்டனுக்கு ஐரோப்பிய ஒன்றிய ஆதரவு மிக அவசரமாக தேவைப்படுகிறது.
"
1860,"The extent of Islamist influence in Pakistan is the direct by-product of the US campaign from the late 1970s on to destabilise the Soviet Union by fomenting an Islamist backlash against the Soviet-backed secular regime in Afghanistan.
","பாகிஸ்தானில் இஸ்லாமிய அடிப்படைவாதிகளின் விரிவாக்கம் என்பது சோவியத் ஒன்றியத்தை உடைக்க, ஆப்கானிஸ்தானில் சோவியத் பின்புலத்திலான மதசார்பற்ற ஆட்சிக்கு எதிராக ஓர் இஸ்லாமிய விரோத உணர்வை தூண்டிவிட, 1970களின் இறுதியிலிருந்து நடத்தப்பட்ட அமெரிக்க பிரச்சாரத்தின் நேரடி துணை விளைவாக உள்ளது.
"
1861,"Under foreign ministers Genscher and Kinkel in the 1990s, visa policy had been an area of conflict between freedom of travel and immigration limits.
","1990களில் வெளியுறவு அமைச்சர்களாக இருந்த ஹென்சர் மற்றும் கிங்கல் காலத்திலிருந்து விசாக்கொள்கை பயண சுதந்திர உரிமைக்கும் புலம்பெயர்ந்தோர் தொடர்பான கட்டுப்பாடுகளுக்குமிடையில் மோதலுக்கு இடம் கொடுத்து வந்தது.
"
1862,"The police had already denied permission to Kamban for his fast.
","கம்பனின் உண்ணாவிரதத்துக்கு போலீஸார் ஏற்கனவே அனுமதி மறுத்திருந்தனர்.
"
1863,"And Seth lived an hundred and five years, and begat Enos:
","சேத் நூற்றைந்து வயதானபோது, ஏனோசைப் பெற்றான்.
"
1864,"The women were dressed like the palace ladies of the Tang Dynasty, in order to evoke the golden age of imperial China some 1,300 years ago.
","சுமார் 1,300 ஆண்டுகளுக்கு முன்னர் இருந்த ஏகாதிபத்திய சீனாவின் பொற்காலத்தை நினைவுபடுத்த, டாங் பாரம்பரியத்தை சேர்ந்த அரண்மனை மகளிர் போன்று அவ்விழாவில் பெண்கள் உடையணிவிக்கப்பட்டிருந்தனர்.
"
1865,"Since she's the leading lady for Suryah in 'Vyabari,' the producer of the film is poorer by 15 lakhs!
","'வியாபாரி'யில் சூர்யா ஜோடியாக இவரைதான் இழுத்துப் போட்டிருக்கிறார்கள். அந்தவகையில் தயாரிப்பாளர் அக்கவுண்டில் மைனஸான பணம், பதினைந்து லட்சங்கள்.
"
1866,"Helping the Tamil homeland is in fact safer for India rather than helping the Sinhala nation.""
","தமிழர்களுக்கான தாய்நாட்டிற்கு உதவுதல் என்பது உண்மையில் சிங்கள நாட்டிற்கு உதவுவதைவிட இந்தியாவிற்குப் பாதுகாப்பானது ஆகும்.""
"
1867,"And he said to him, Oh let not the LORD be angry, and I will speak: Peradventure there shall thirty be found there. And he said, I will not do it, if I find thirty there.
","அப்பொழுது அவன்: நான் இன்னும் பேசுகிறேன்; ஆண்டவருக்குக் கோபம் வராமலிருப்பதாக; முப்பது நீதிமான்கள் அங்கே காணப்பட்டாலோ என்றான். அதற்கு அவர்: நான் முப்பது நீதிமான்களை அங்கே கண்டால், அதை அழிப்பதில்லை என்றார்.
"
1868,"In fact, 97 percent of the genome is termed 'junk' insofar as it appears to serve no purpose in the cell's functioning.
","உண்மையில் 97% ஆன ""Junk"" என பெயரிடப்பட்டுள்ள உயிரணு, கலங்களின்[Cells] தொழிற்பாட்டில் எவ்வித செயற்பாட்டையும் கொண்டிருப்பதாக இதுவரை தெரியவில்லை.
"
1869,"In many villages, the response was similar.
","பல கிராமங்களிலும் நிலைமை இதுவாகவே இருந்தது.
"
1870,"Local Muslims had established a religious school in 1999 on a tiny patch of land - about 50 square metres.
","1999 இல் உள்ளூர் முஸ்லிம்கள் ஒரு துண்டு நிலத்தில் -சுமார் 50 சதுர மீட்டர்கள்- மதப் பாடசாலையொன்றை நிர்மானித்துள்ளனர்.
"
1871,"In mid-January, French defence minister Michèle Alliot-Marie, a close and trusted friend of President Jacques Chirac, met with her American counterpart Donald Rumsfeld and National Security Advisor Condoleezza Rice in Washington for the first time.
","ஜனவரி மத்தியில் குடியரசுத் தலைவர் ஜாக் சிராக்கின் நெருக்கமான நண்பரான பிரான்ஸ் பாதுகாப்பு அமைச்சர் மிசேல் அலியோ மேரி (Michèle Alliot-Marie), தனது அமெரிக்க சகா டொனால்ட் ரம்ஸ்பெல்டையும், தேசிய பாதுகாப்பு ஆலோசகர் கொண்டலிசா ரைசையும் வாஷிங்டனில் முதல் தடவையாகச் சந்தித்துப் பேசினார்.
"
1872,"One can see the trailer and songs frequently on Sun TV.
","சன் டி.வி.யில அடிக்கடி பாட்டையும் டிரைலரையும் போட்டுக்கொண்டுதான் இருக்காங்க.
"
1873,"'In 1968, when thousands of youth turned towards the OCI, Lambert's party was unable to educate them and rapidly turned in an opportunist direction.
","''1968-ல் ஆயிரக்கணக்கான இளைஞர்கள் OCI- ஐ நோக்கிவந்தார்கள், Lambert-ன் கட்சி அவர்களுக்கு படிப்பினையை ஊட்ட முடியவில்லை மற்றும் விரைவாக அவர்களை சந்தர்ப்பவாத திக்கில் திருப்பியது.
"
1874,"While this ruling applied to the National Film Corporation (NFC), strong public demand for screenings of Vithanage's film forced the corporation to announce that the film would be released, with the first public showing on July 28.
","இந்தத் தீர்ப்பு தேசியத் திரைப்படக் கூட்டுத்தாபனத்துக்கு (NFC) பிரயோகிக்கப்பட்டபோது, பலம்வாய்ந்த பொதுஜன கோரிக்கைகளுக்கு மத்தியில் ஜூலை 28ம் திகதி தொடக்கம் வித்தானகேயின் திரைப்படத்தை வெளியிட திரைப்படக் கூட்டத்தாபனம் தள்ளப்பட்டது.
"
1875,"The official campaign has been dominated by chauvinism, lies and violence.
","அவர்களின் பிரச்சாரத்தில் பேரினவாதமும் பொய் மற்றும் வன்முறைகளும் பிரதிநிதித்துவம் செய்கின்றன.
"
1876,"He supported making use of the hundreds of thousands of human embryos discarded every year by in vitro fertilization clinics to conduct stem cell research.
","ஒவ்வொரு ஆண்டும் செயற்கைமுறை கருக்கட்டல் மருத்துவமனைகளில் ஒதுக்கப்படும் மனித கருக்களை நூறாயிரக்கணக்கில் எடுத்து தண்டுக்கல (Stem Cell) ஆராய்ச்சிக்கு பயன்படுத்தினார்.
"
1877,"According to the McKinsey Global Institute, by 2005 the stock of global financial assets had reached $140 trillion - that is, more than three times global GDP.
","McKinsey Global Institute உடைய கருத்தின்படி 2005 அளவில் உலகம் முழுவதும் நிதிய இருப்புக்களின் மொத்தம் $140 டிரில்லியன், அதாவது உலக மொத்த உற்பத்தியைவிட மூன்று மடங்கு அதிகமாகியுள்ளது.
"
1878,"In Sri Lanka too President Bush with his interventionist policies, wielding the big stick as the global policeman is as unpopular.'
","பூகோள பொலிஸ்காரனாக பெரிய பொல்லுடன் செயற்படும் ஆக்கிரமிப்பு கொள்கைகளை கொண்ட ஜனாதிபதி புஷ், இலங்கை மக்களதும் வெறுப்புக்குள்ளானவர்"" என வெளிப்படுத்தியிருந்தது.
"
1879,"It is an inspiring example of the struggle for socialist internationalism and a direct refutation of all those who insist that it is impossible to fight for such a program in a world fractured by myriad national, ethnic, linguistic and tribal divisions.
","அது சோசலிச அனைத்துலகவாதத்திற்கான போராட்டத்திற்கு ஒரு ஊக்கமளிக்கும் உதாரணமாக விளங்குவதோடு, எண்ணிலடங்கா தேசிய, இன, மொழி மற்றும் சாதி பிளவுகளால் முறிந்து போயுள்ள ஒரு உலகத்தில், அத்தகைய வேலைத்திட்டத்திற்காகப் போராடுவது சாத்தியமற்றது என வலியுறுத்துபவர்களை நேரடியாக நிராகரிக்கின்றது.
"
1880,"'We will not under any circumstances participate at the peace negotiations as an outlawed outfit,' Tamilchelvam said in a statement published on the pro-LTTE Tamilnet website.
","தமிழ்செல்வன் விடுதலைப் புலி ஆதரவு தமிழ் நெட்டில் (Tamil Net) வெளியான ஒரு அறிக்கையில் ""நாம் எந்த ஒரு சூழ்நிலையிலும் ஒரு தடைசெய்யப்பட்ட அமைப்பாக சமாதானப் பேச்சுவார்த்தைகளில் பங்கு கொள்ள மாட்டோம்"" என்றுள்ளார்.
"
1881,"For 4 lakhs, she will give call sheet even for 4 months!
","நான்கு லட்சம் கொடுத்தாலே நான்கு மாசம் கால்ஷீட் கொடுக்கிறார்.
"
1882,"We named 56 people as accused, of whom they brought only eight to court,' they told the Frontline magazine.
","நாங்கள் 56 பெயரை குறிப்பிட்டோம் அவர்களில் எட்டு பேரை மட்டுமே நீதிமன்றத்திற்கு போலீசார் கொண்டு வந்தனர்'' என்று அவர்கள் Frontline சஞ்சிகைக்கு தெரிவித்தனர்.
"
1883,"My husband was a teacher.
","எனது கனவர் ஆசிரியர்.
"
1884,"In a situation already characterized by desperate living conditions and a sharp curtailment of civil rights, wide layers of the population are beginning to sense that all they can expect from the existing administration is further attacks.
","இந்த நிலைமை ஏற்கனவே பண்பிட்டுக்காட்டியதுபோல் நம்பிக்கை இழந்த வாழ்க்கை நிலைமைகளிலும், சிவில் உரிமைகள் கடுமையாக வெட்டப்பட்ட நிலையிலும், மக்களுடைய பரந்த தட்டினர் தற்போதுள்ள நிர்வாகத்தினால் மேலும் தாக்குதல்களைத் தான் எதிர்பார்க்க முடியும் என்று உணரத்தொடங்கியுள்ளனர்.
"
1885,"Because of the Chaldeans: for they were afraid of them, because Ishmael the son of Nethaniah had slain Gedaliah the son of Ahikam, whom the king of Babylon made governor in the land.
","பாபிலோன் ராஜா தேசத்தின்மேல் அதிகாரியாக்கின அகிக்காமின் குமாரனாகிய கெதலியாவை நெத்தானியாவின் குமாரனாகிய இஸ்மவேல் வெட்டிப்போட்டதினிமித்தம், கல்தேயருக்குப் பயந்தபடியினால்,
"
1886,"There is a doubt that the release of 'Dasavatharam' may also be postponed.
","'தசாவதாரம்' படத்தின் வெளியீடும் தள்ளிப் போகுமா என்றொரு ஐயம் எழுந்தது.
"
1887,"The authors criticized the administration for having 'failed to arm us economically and militarily for a war that could go on for decades....
","""பல தசாப்தங்கள் தொடரக் கூடிய போருக்கு இராணுவ, பொருளாதார முறையில் நம்மை வலுப்படுத்திக் கொள்ளாததற்காக"" கட்டுரையாளர்கள் நிர்வாகத்தை குறைகூறியுள்ளனர்.
"
1888,"But the decisive impulse came from elsewhere.
","ஆனால் இதற்கான உறுதியான உந்துதல் வேறு இடத்தில் இருந்து வந்தது.
"
1889,"The International Federation of Journalists dismissed the Pentagon report as a 'cynical whitewash'.
","சர்வதேச பத்திரிகையாளர் கூட்டமைப்பு (International Federation of Journalists - <font face=""Garamond"">IFJ) பென்டகனின் கூற்றை ""சிடுமூஞ்சித்தனமான மேல்பூச்சு"" என்று நிராகரித்துள்ளது.
"
1890,"Dolez left the Socialist Party group in the National Assembly and joined the Communist Party-Greens group of deputies.
","தேசிய சட்டமன்றத்தில் சோசலிஸ்ட் கட்சிக் குழுவை விட்டு Dolez விலகி கம்யூனிஸ்ட் கட்சி-பசுமைக் கட்சி பிரதிநிதிகள் முகாமில் சேர்ந்துள்ளார்.
"
1891,"The installation of former union official and small businessman Chris Hayes as Labor's Werriwa candidate, he said, reinforced the comments of newly-installed Labor leader Kim Beazley who has openly declared that the ALP would work in the interests of the wealthy.
","முன்னாள் தொழிற்சங்க அலுவலரும், சிறு வர்த்தகருமான Chris Hayes தொழிற்கட்சியின் வெரிவா வேட்பாளராக தேர்ந்தெடுக்கப்ட்டிருப்பது, ALP பணக்காரர்களது நலன்களுக்காக பாடுபடும் என்று புதிதாக நியமிக்கப்பட்டுள்ள தொழிற்கட்சி தலைவர் Kim Beazley- வெளிப்படையாக அறிவித்த கருத்துக்களை உறுதிப்படுத்துவதாக அமைந்திருக்கிறது.
"
1892,"The wife has not power of her own body, but the husband: and likewise also the husband has not power of his own body, but the wife.
","மனைவியானவள் தன் சுயசரீரத்திற்கு அதிகாரியல்ல, புருஷனே அதற்கு அதிகாரி; அப்படியே புருஷனும் தன் சுயசரீரத்திற்கு அதிகாரியல்ல, மனைவியே அதற்கு அதிகாரி.
"
1893,"The director has written a different kind of screenplay for this radically different kind of story, like the earlier film.
","தனது முந்தைய படத்தை போலவே வில்லங்கமான கதையை வித்தியாசமான திரைக்கதையுடன் தயார் செய்து வைத்திருக்கிறார் இவர்.
"
1894,"However, the party's candidate, John Kerry, ran on a platform that claimed the Democrats could wage the war more effectively.
","என்றாலும், அக்கட்சியின் வேட்பாளரான ஜோன் கெர்ரி ஜனநாயகக் கட்சி அந்தப் போரை இன்னும் பயனுள்ளவகையில் நடத்தும் என்று பிரச்சாரம் செய்தார்.
"
1895,"Several hundred have been killed in the fighting, with bodies left rotting on the outskirts of the city.
","போரினால் இறந்துபோன நூற்றுக்கணக்கானோரின் சடலங்கள் நகரத்திற்கு வெளியே அழுகிய நிலையில் உள்ளன.
"
1896,"We didn't ask the government to implement our policy; we told the government to implement its Common Minimum Programme.
","எங்கள் கொள்கைகச்ை செயல்படுத்த ஒன்றும் நாங்கள் அரசாங்கத்திடம் கோரவில்லை; ஒரு பொது குறைந்தபட்ச வேலைத் திட்டத்தை செயல்படுத்துமாறுதான் அரசாங்கத்திடம் கோரினோம்.
"
1897,"And every man's hallowed things shall be his: whatever any man gives the priest, it shall be his.
","ஒவ்வொருவரும் படைக்கும் பரிசுத்தமான வஸ்துக்கள் அவனுடையதாயிருக்கும்; ஒருவன் ஆசாரியனுக்குக் கொடுக்கிறது எதுவும் அவனுக்கே உரியது என்று சொல் என்றார்.
"
1898,"The US military claimed last Thursday that a Chinese frigate approached the Impeccable without warning and crossed its bow, passing within 90 metres.
","கடந்த வியாழனன்று ஒரு சீன கப்பல் Impeccable க்கு அருகில் எந்த எச்சரிக்கையும் இல்லாமல் வந்ததாகவும் 90 மீட்டர் இடைவெளிக்குள் இதன் முன்பகுதியைக் கடந்தது என்றும் அமெரிக்க இராணுவம் கூறியுள்ளது.
"
1899,"The Democratic Party in New York exploited justified feelings of oppression among the working class, particularly the Irish immigrants, and channeled them in a reactionary way against the draft and against the Union cause as a whole.
","தொழிலாள வர்க்கத்திடையே காணப்பட்ட நியாயமான அடக்கப்பட்ட உணர்வுகளை ஜனநாயகக் கட்சி பயன்படுத்தியது; அதிலும் குறிப்பாக அயர்லாந்திலிருந்து வந்த குடிபெயர்ந்தவர்களின் போக்கை போர் ஆளெடுப்பிற்கெதிராகக் கொண்டு சென்று ஒன்றியத் தேவைக்கெதிராகவே தூண்டிவிட்டனர்.
"
1900,"The old reformist organisations have no answer to these developments.
","இந்த அபிவிருத்திகளுக்கு பழைய சீர்திருத்தவாத அமைப்புக்களிடம் விடை இல்லை.
"
1901,"On January 14, 2005, the Huygens probe, a joint space mission between NASA, the European Space Agency (ESA) and the Italian Space Agency, landed on the surface of Titan, the largest moon of the planet Saturn.
","NASA, ESA (ஐரோப்பிய விண்வெளி நிறுவனம்), இத்தாலிய விண்வெளி நிறுவனம் மூன்றும் இணைந்து இயக்கிய ஹைஜென்ஸ் ஆய்வுக்கலம் சனிக்கிரகத்தின் மிகப் பெரிய சந்திரனாகிய டைடானின் பரப்பில் இறங்கியது.
"
1902,"You see the way blacks are treated by police with the case of Nathaniel Jones.
","நாத்தானியல் ஜோன்ஸ் விவகாரத்தில் போலீசாரால் கறுப்பர்கள் நடத்தப்படும் விதத்தை நீங்கள் கவனிக்கலாம்.
"
1903,"As his son was living with his wife, he suffered from craving for his son.
","தனது மகன், மனைவியுடன் இருப்பதால், மகன் பாசத்தால் ஏங்கி தவித்து வந்தார்.
"
1904,"It is oil: the drive by the US to control the second largest oil reserves in the world, comprising some 11 per cent of the world's total supply.
","உலகிலேயே இரண்டாவது மிகப்பெரும் எண்ணெய் வளம் ஈராக்கில் உள்ளது. அது உலகின் மொத்த எண்ணெய் சப்ளையில் 11 சதவீதம் ஆகும்.
"
1905,"Victory had transformed Israel from a 'feeble and fragile country whose existence was questionable, into a state which cannot be defeated,' he said.
","வெற்றிதான் இஸ்ரேலை ""ஒரு வலுவற்ற, நைந்த, 'இருப்பதே கேள்விக்கு உரிய' என்ற நிலையில் இருந்து தோற்கடிக்க முடியாத நாடு என்று மாற்றியுள்ளது"" என்று அவர் கூறினார்.
"
1906,"I've been a local leader of the party in my town, St. Quentin in the Aisne.
","கடந்த 14 ஆண்டுகளாக நான் கம்யூனிஸ்ட் கட்சி உறுப்பினராகவும், எனது நகரத்தில் கட்சியின் உள்ளூர் தலைவராகவும் இருக்கின்றேன்.
"
1907,"We are normal people who just want peace for the country.'
","நாங்கள் நாட்டில் சமாதானத்தை விரும்பும் சாதாரண மக்கள்,"" என அவர் கூறினார்.
"
1908,"Whatever money is made through this, we intend to give the film,s producer,"" he said.
","இதன் மூலம் வசூல் ஆகும் தொகை அனைத்தையும் படத்தின் தயாரிப்பாளருக்கு கொடுக்க உள்ளோம்"" என்றார்.
"
1909,"The only means of averting disaster available to the ruling elite is a sustained attempt to make the working class pay for the crisis of the capitalist system.
","ஆளும் உயரடுக்கிற்கு பேரழிவைத் தவிர்க்கும் ஒரே வகை முதலாளித்துவ முறையின் நெருக்கடியின் விலையை தொழிலாள வர்க்கம் கொடுக்க வைப்பது ஆகும்.
"
1910,"The same is true this time too for the release of 'Kireetam.'
","இன்றும் அந்த கொண்டாட்டத்திற்கு பஞ்சாமில்லாமல் தியேட்டரை கலைக்கட்ட வைத்தனர்.
"
1911,"In order to win we must expand the protest action, otherwise we do not have a chance.'
","வெற்றி அடைவதற்கு நாஙகள் எதிர்ப்பு நடவடிக்கையை விரிவுபடுத்தவேண்டும்; இல்லாவிடில் எங்களுக்கு வாய்ப்பு இல்லை."" என்று அவர் கூறினார்.
"
1912,"As the letter stated, 'For the good of the British public - and for fiscal sustainability - the first priority must be to restore robust economic growth.'
","அப்பொழுதுதான் பொருளாதார மீட்பு பாதுகாப்புடன் நடைபெற்றிருக்கும் என்று கருதப்படுகிறது. கடிதத்தில் கூறியுள்ளபடி, ""பிரிட்டிஷ் பொது மக்களின் நலனுக்காக--நிதிய உறுதிப்பாட்டுக்கும்--முதல் முன்னுரிமை வலுவான பொருளாதார வளர்ச்சியை மீட்பது என்று இருக்க வேண்டும்.""
"
1913,"And the LORD of hosts shall stir up a whip for him according to the slaughter of Midian at the rock of Oreb: and as his rod was on the sea, so shall he lift it up after the manner of Egypt.
","ஓரேப் கன்மலையண்டையிலே மீதியானியர் வெட்டுண்டதுபோல் சேனைகளின் கர்த்தர் அவன்மேல் ஒரு சவுக்கை எழும்பிவரப்பண்ணி, எகிப்திலே தமது கோலைக் கடலின்மேல் ஓங்கினதுபோல் அதை அவன்மேல் ஓங்குவார்.
"
1914,"Cinematographer Madhu Ambat, lyricist Muthukumar and others attended the function.
","நிகழ்ச்சியில் ஒளிப்பதிவாளர் மதுஅம்பட், பாடலாசிரியர் முத்துக்குமார் உட்பட பலர் கலந்துகொண்டனர்.
"
1915,"What are the results of Yeltsin's 10-year rule? A short response would read: disasters, poverty, the destruction of the foundations of life and any perspective for the future.
","ஜெல்ட்சினின் 10 வருட ஆட்சியின் விளைவுகள் என்ன? ஒரு சுருக்கமான பதில் பின்வருமாறு கூறும்: அழிவுகள், வறுமை, வாழ்க்கைக்கான அடித்தளங்களை மற்றும் எதிர்காலத்துக்கான எந்த முன்னோக்கையும் அழித்தல்.
"
1916,"Mani Ratnam's 'Asokavanam' is being shot in forests of Kerala and Madhya Pradesh.
","மணிரத்னம் இயக்கும் 'அசோகவனம்' படம் கேரளா மற்றும் மத்திய பிரதேச காடுகளில் படமாக்கி வருகின்றனர்.
"
1917,"For before the child shall have knowledge to cry, My father, and my mother, the riches of Damascus and the spoil of Samaria shall be taken away before the king of Assyria.
","இந்தப் பாலகன், அப்பா, அம்மா என்று கூப்பிட அறியுமுன்னே, தமஸ்குவின் ஆஸ்தியும், சமாரியாவின் கொள்ளையும், அசீரியாவின் ராஜாவுக்கு முன்பாகக் கொண்டுபோகப்படும் என்றார்.
"
1918,"And Babylon, the glory of kingdoms, the beauty of the Chaldees' excellency, shall be as when God overthrew Sodom and Gomorrah.
","ராஜ்யங்களுக்குள் அலங்காரமும், கல்தேயருடைய பிரதான மகிமையுமாகிய பாபிலோனானது தேவனால் சோதோமும் கொமோராவும் கவிழ்க்கப்பட்டதுபோல கவிழ்க்கப்படும்.
"
1919,"Today they are clamping down in the worst possible way.
","இன்று அவர்கள் மோசமான வகையில் பலவற்றை சுமத்துகின்றனர்.
"
1920,"Son of man, they that inhabit those wastes of the land of Israel speak, saying, Abraham was one, and he inherited the land: but we are many; the land is given us for inheritance.
","மனுபுத்திரனே, இஸ்ரவேல் தேசத்தின் பாழான இடங்களிலுள்ள குடிகள்: ஆபிரகாம் ஒருவனாயிருந்து, தேசத்தைச் சுதந்தரித்துக்கொண்டான்; நாங்கள் அநேகராயிருக்கிறோம், எங்களுக்கு இந்தத் தேசம் சுதந்தரமாகக் கொடுக்கப்பட்டது என்று சொல்லுகிறார்கள்.
"
1921,"The media campaign around RAF Wittering dovetails with the opcoming report Brown commisioned to be presented by Quentin Davies, a former Tory defence spokesperson who defected to New Labour, reviewing ways in which to improve the public's attitude towards the armed forces.
","RAF Wittering பற்றிய ஊடகப் பிரச்சாரம் முன்னாள் டோரி பாதுகாப்பு செய்தித் தொடர்பாளர் Quentin Davies அளிக்க வேண்டும் என்று பிரெளன் கூறிய அறிக்கையுடன் இணைந்து வந்துள்ளது; புதிய தொழிற்கட்சிக்கு மாறிவிட்ட குயென்டின் இராணுவம் பற்றி மக்களுடைய அணுகுமுறையை முன்னேற்றுவிப்பதற்கான வழிவகைகளை ஆராய்ந்து வருகிறார்.
"
1922,"The LTTE's so-called union meeting on January 3 coincided with the filing of a case against Semmanan in the local courts.
","ஜனவரி 3ம் திகதிய விடுதலைப் புலிகளின் பெயரளவிலான மீனவர் சங்கக் கூட்டமானது, செம்மணனுக்கு எதிராக உள்ளூர் நீதிமன்றத்தில் வழக்கு தாக்கல் செய்யப்பட்டதற்கு போட்டியாகவே இடம்பெற்றது.
"
1923,"It's all about money! Suresh claims that he has already spent several lakhs on his film 'Tirupati' so AVM's 'Tirupati' should not be allowed to be released.
","காரணம், பணம்! தனது 'திருப்பதி' படத்துக்கு பல லட்சங்கள் செலவு செய்ததாக புகார் மனுவில் குறிப்பிட்டுள்ளார் சுரேஷ். ஆகவே, ஏ.வி.எம்.மின் 'திருப்பதி' அதே பெயரில் வெளியிட அனுமதிக்கக்கூடாது, தடை விதிக்கவேண்டும் என்பது இவரது கோரிக்கை.
"
1924,"Speaking to the N 24 news station, Beck said the Gewerkschaft Deutscher Lokomotivführer (German Train Drivers Union, GDL) was using brute force to gain special treatment for itself without consideration for others.
","N24 செய்தி நிலையத்துடன் பேசிய பெக், GDL எனப்படும் ஜேர்மன் இரயில் டிரைவர்கள் தொழிற்சங்கம் மீண்டும் மோசமான சக்தியை பயன்படுத்தி பிறரை பற்றிப் பொருட்படுத்தாமல் தங்களுக்கு சிறப்புச் சலுகைகள் கிடைக்கும் முயற்சிகளில் ஈடுபட்டுள்ளது என்று கூறினார்.
"
1925,"Just as Austrian Finance Minister Josef Pröll referred to euro bonds as 'a royal charter to get into debt at the expense of others,' his German colleague Steinbrück claimed each country will have to take its own steps to cope with problems arising from the rescue measures for the banks.
","யூரோப் பத்திரங்கள் ""பிறருடைய இழப்பில் கடனின் மூழ்குவதற்கான வெற்றுப்பத்திரம் போன்றது"" என்று ஆஸ்திரிய நிதி மந்திரி Josef Pröll குறிப்பிட்டிருக்கையில், ஜேர்மனிய நிதி மந்திரி ஸ்ரைன்பேர்க், வங்கிகளை மீட்பதற்கான நடவடிக்கைகளில் வரும் பிரச்சினைகளை சமாளிக்க ஒவ்வொரு நாடும் அதனதன் நடவடிக்கைகளை கையாள வேண்டும் என்று கூறிவிட்டார்.
"
1926,"There is growing popular opposition to the PASOK government over its role in enforcing austerity measures.
","PASOK அரசாங்கத்திற்கு அதன் கடுமையான சிக்கன நடவடிக்கைகளை செயல்படுத்தும் பங்கு பற்றி பெருகிய மக்கள் எதிர்ப்பு உள்ளது.
"
